campaign_id,campaign_name,channel,campaign_type,target_audience,region,start_date,end_date,budget,spend,impressions,clicks,conversions,revenue,ctr,cpc,cpa,conversion_rate,roas
CAMP_149,Content Podcast Sponsorship - Audio,Content Marketing,Brand Awareness,35-54,North America,2024-10-21,2024-12-21,7000,6930,60000,1200,84,15120,2.00,5.78,82.50,7.00,2.18
CAMP_150,Google Travel Partner - Tourism,Google Ads,Conversion,35-54,Global,2024-10-31,2024-11-30,14000,13860,110000,1650,116,23200,1.50,8.40,119.48,7.03,1.67
CAMP_151,Instagram Shop Tags - Product Discovery,Instagram Ads,Conversion,25-44,North America,2024-01-03,2024-02-03,9500,9405,80000,1600,128,19200,2.00,5.88,73.48,8.00,2.04
CAMP_152,LinkedIn Learning - Educational,LinkedIn Ads,Brand Awareness,35-54,Europe,2024-01-13,2024-03-13,15000,14850,30000,600,42,12600,2.00,24.75,353.57,7.00,0.85
CAMP_153,YouTube Music Video - Entertainment,YouTube Ads,Brand Awareness,18-34,Asia Pacific,2024-01-23,2024-02-23,10000,9900,210000,2100,63,7560,1.00,4.71,157.14,3.00,0.76
CAMP_154,Facebook Campus - University,Facebook Ads,Engagement,18-24,North America,2024-02-02,2024-03-02,5000,4950,55000,1100,44,6600,2.00,4.50,112.50,4.00,1.33
CAMP_155,Display In-Game - Gaming Platform,Display Ads,Engagement,18-34,Global,2024-02-12,2024-03-12,11000,10890,140000,980,59,10030,0.70,11.11,184.58,6.02,0.92
CAMP_156,TikTok Branded Mission - Social Good,TikTok Ads,Brand Awareness,18-34,Europe,2024-02-22,2024-03-22,9000,8910,125000,2500,75,9000,2.00,3.56,118.80,3.00,1.01
CAMP_157,Email Sunset Campaign - Re-engagement,Email,Retargeting,25-54,Global,2024-03-04,2024-04-04,1800,1782,18000,540,49,7350,3.00,3.30,36.37,9.07,4.12
CAMP_158,Instagram Music - Audio Content,Instagram Ads,Engagement,18-34,North America,2024-03-14,2024-04-14,7500,7425,85000,1700,51,6120,2.00,4.37,145.59,3.00,0.82
CAMP_159,LinkedIn Audience Network - Extended,LinkedIn Ads,Brand Awareness,35-54,North America,2024-03-24,2024-05-24,16000,15840,32000,640,45,13500,2.00,24.75,352.00,7.03,0.85
CAMP_160,YouTube Premium - Ad-Free Experience,YouTube Ads,Brand Awareness,25-44,Global,2024-04-03,2024-05-03,12000,11880,180000,1800,54,6480,1.00,6.60,220.00,3.00,0.55
CAMP_161,Google Analytics Intelligence - Insights,Google Ads,Lead Generation,35-54,North America,2024-04-13,2024-06-13,8000,7920,75000,1125,79,15800,1.50,7.04,100.25,7.02,1.99
CAMP_162,Facebook Creator Studio - Content Tools,Facebook Ads,Engagement,25-44,Asia Pacific,2024-04-23,2024-05-23,6500,6435,70000,1400,56,8400,2.00,4.60,114.91,4.00,1.31
CAMP_163,Display Wearable - Smartwatch,Display Ads,Brand Awareness,25-44,North America,2024-05-03,2024-06-03,8000,7920,100000,700,28,4200,0.70,11.31,282.86,4.00,0.53
CAMP_164,TikTok Creator Marketplace - Influencer,TikTok Ads,Brand Awareness,18-24,Global,2024-05-13,2024-06-13,13000,12870,140000,2800,84,10080,2.00,4.60,153.21,3.00,0.78
CAMP_165,SEO Mobile-First - Indexing,SEO,Lead Generation,25-54,North America,2024-05-23,2024-08-23,3500,3465,40000,800,72,12960,2.00,4.33,48.13,9.00,3.74
CAMP_166,Content Interactive Quiz - Engagement,Content Marketing,Lead Generation,25-44,Global,2024-06-02,2024-08-02,4500,4455,50000,1000,90,16200,2.00,4.46,49.50,9.00,3.64
CAMP_167,Google Merchant Promotions - E-commerce,Google Ads,Conversion,25-54,Europe,2024-06-12,2024-07-12,16000,15840,125000,1875,131,19650,1.50,8.45,120.92,6.99,1.24
CAMP_168,Instagram Live Badge - Monetization,Instagram Ads,Engagement,18-34,North America,2024-06-22,2024-07-22,5500,5445,65000,1300,39,4680,2.00,4.19,139.62,3.00,0.86
CAMP_169,LinkedIn Live - Video Streaming,LinkedIn Ads,Brand Awareness,35-54,Europe,2024-07-02,2024-08-02,14000,13860,28000,560,39,11700,2.00,24.75,355.38,6.96,0.84
CAMP_170,YouTube Shorts Shelf - Discovery,YouTube Ads,Engagement,18-24,Asia Pacific,2024-07-12,2024-08-12,6000,5940,200000,2000,60,7200,1.00,2.97,99.00,3.00,1.21
CAMP_171,Facebook Horizon - VR Platform,Facebook Ads,Engagement,18-34,North America,2024-07-22,2024-08-22,10000,9900,90000,1800,54,6480,2.00,5.50,183.33,3.00,0.65
CAMP_172,Display Smart TV - Connected Device,Display Ads,Brand Awareness,35-54,North America,2024-08-01,2024-09-01,15000,14850,200000,1400,56,8400,0.70,10.61,265.18,4.00,0.57
CAMP_173,TikTok Live Gifts - Creator Support,TikTok Ads,Engagement,18-24,Europe,2024-08-11,2024-09-11,7000,6930,105000,2100,63,7560,2.00,3.30,110.00,3.00,1.09
CAMP_174,Email Progressive Profiling - Data Collection,Email,Lead Generation,25-54,Global,2024-08-21,2024-10-21,2500,2475,25000,750,68,12240,3.00,3.30,36.40,9.07,4.95
CAMP_175,Instagram Ads Manager - Campaign Tool,Instagram Ads,Conversion,25-44,North America,2024-08-31,2024-10-31,9000,8910,75000,1500,120,18000,2.00,5.94,74.25,8.00,2.02
CAMP_176,LinkedIn Campaign Manager - Ad Platform,LinkedIn Ads,Lead Generation,35-54,North America,2024-09-06,2024-11-06,20000,19800,40000,800,56,16800,2.00,24.75,353.57,7.00,0.85
CAMP_177,YouTube Studio - Creator Dashboard,YouTube Ads,Brand Awareness,25-44,Global,2024-09-16,2024-10-16,8000,7920,170000,1700,51,6120,1.00,4.66,155.29,3.00,0.77
CAMP_178,Google Ads Scripts - Automation,Google Ads,Conversion,35-54,North America,2024-09-26,2024-10-26,14000,13860,105000,1575,110,16500,1.50,8.80,126.00,6.98,1.19
CAMP_179,Facebook Business Suite - Management,Facebook Ads,Engagement,25-54,Global,2024-10-06,2024-11-06,7000,6930,75000,1500,60,9000,2.00,4.62,115.50,4.00,1.30
CAMP_180,Display Retail Media - E-commerce,Display Ads,Conversion,25-54,North America,2024-10-16,2024-11-16,12000,11880,130000,910,73,13140,0.70,13.05,162.74,8.02,1.11
CAMP_181,TikTok Ads Manager - Campaign Platform,TikTok Ads,Brand Awareness,18-34,Asia Pacific,2024-10-26,2024-11-26,8500,8415,115000,2300,69,8280,2.00,3.66,121.96,3.00,0.98
CAMP_182,SEO Schema Markup - Rich Results,SEO,Brand Awareness,25-54,Global,2024-11-01,2025-02-01,3000,2970,35000,700,49,8820,2.00,4.24,60.61,7.00,2.97
CAMP_183,Content Augmented Reality - AR Experience,Content Marketing,Engagement,18-34,North America,2024-11-11,2024-12-11,7000,6930,60000,1200,72,12960,2.00,5.78,96.25,6.00,1.87
CAMP_184,Google Tag Manager - Tracking,Google Ads,Lead Generation,35-54,North America,2024-01-07,2024-03-07,6000,5940,70000,1050,74,14800,1.50,5.66,80.27,7.05,2.49
CAMP_185,Instagram Creator Fund - Monetization,Instagram Ads,Engagement,18-24,Europe,2024-01-17,2024-02-17,6000,5940,70000,1400,42,5040,2.00,4.24,141.43,3.00,0.85
CAMP_186,LinkedIn Creator Accelerator - Program,LinkedIn Ads,Brand Awareness,35-54,North America,2024-01-27,2024-03-27,17000,16830,34000,680,48,14400,2.00,24.75,350.63,7.06,0.86
CAMP_187,YouTube Shorts Beta - Early Access,YouTube Ads,Engagement,18-24,Asia Pacific,2024-02-06,2024-03-06,5500,5445,190000,1900,57,6840,1.00,2.87,95.53,3.00,1.26
CAMP_188,Facebook Creator Bonus - Incentive Program,Facebook Ads,Engagement,18-34,North America,2024-02-16,2024-03-16,7500,7425,80000,1600,48,5760,2.00,4.64,154.69,3.00,0.78
CAMP_189,Display Location Intelligence - Geographic,Display Ads,Conversion,25-54,North America,2024-02-26,2024-03-26,10000,9900,115000,805,56,10080,0.70,12.30,176.79,6.96,1.02
CAMP_190,TikTok For Business Hub - Resource Center,TikTok Ads,Brand Awareness,25-54,Global,2024-03-07,2024-04-07,8000,7920,110000,2200,66,7920,2.00,3.60,120.00,3.00,1.00
CAMP_191,Email Marketing Cloud - Platform,Email,Lead Generation,25-54,Global,2024-03-17,2024-05-17,3500,3465,35000,1050,95,17100,3.00,3.30,36.47,9.05,4.93
CAMP_192,Instagram Business Tools - Analytics,Instagram Ads,Brand Awareness,25-44,North America,2024-03-27,2024-04-27,6500,6435,75000,1500,45,5400,2.00,4.29,143.00,3.00,0.84
CAMP_193,LinkedIn Sales Solutions - B2B Sales,LinkedIn Ads,Lead Generation,35-54,Europe,2024-04-07,2024-06-07,21000,20790,42000,840,59,17700,2.00,24.75,352.37,7.02,0.85
CAMP_194,YouTube Analytics - Performance Data,YouTube Ads,Brand Awareness,25-44,Global,2024-04-17,2024-05-17,7000,6930,180000,1800,54,6480,1.00,3.85,128.33,3.00,0.93
CAMP_195,Google Optimize - A/B Testing,Google Ads,Conversion,25-54,North America,2024-04-27,2024-05-27,12000,11880,100000,1500,105,15750,1.50,7.92,113.14,7.00,1.33
CAMP_196,Facebook Analytics - Insights Platform,Facebook Ads,Lead Generation,25-54,Global,2024-05-07,2024-06-07,8000,7920,80000,1200,84,12600,1.50,6.60,94.29,7.00,1.59
CAMP_197,Display Cross-Device - Multi-Screen,Display Ads,Brand Awareness,18-54,Global,2024-05-17,2024-06-17,13000,12870,170000,1190,48,7200,0.70,10.82,268.13,4.03,0.56
CAMP_198,TikTok Creative Center - Ad Tools,TikTok Ads,Engagement,18-34,North America,2024-05-27,2024-06-27,7500,7425,105000,2100,63,7560,2.00,3.54,117.86,3.00,1.02
CAMP_199,SEO International - Global Optimization,SEO,Lead Generation,25-54,Global,2024-06-06,2024-09-06,4000,3960,45000,900,81,14580,2.00,4.40,48.89,9.00,3.68
CAMP_200,Content Personalization - Dynamic,Content Marketing,Conversion,25-54,North America,2024-06-16,2024-08-16,5000,4950,55000,1100,88,15400,2.00,4.50,56.25,8.00,3.11
CAMP_201,Google Data Studio - Reporting,Google Ads,Brand Awareness,35-54,Global,2024-06-26,2024-07-26,9000,8910,95000,1425,57,8550,1.50,6.25,156.32,4.00,0.96
CAMP_202,Instagram Reels Remix - User Content,Instagram Ads,Engagement,18-24,Europe,2024-07-06,2024-08-06,6000,5940,85000,1700,51,6120,2.00,3.49,116.47,3.00,1.03
CAMP_203,LinkedIn Elevate - Employee Advocacy,LinkedIn Ads,Brand Awareness,35-54,North America,2024-07-16,2024-09-16,15000,14850,30000,600,42,12600,2.00,24.75,353.57,7.00,0.85
CAMP_204,YouTube Brand Connect - Influencer,YouTube Ads,Brand Awareness,18-34,Asia Pacific,2024-07-26,2024-08-26,11000,10890,200000,2000,60,7200,1.00,5.45,181.50,3.00,0.66
CAMP_205,Facebook Audience Insights - Research,Facebook Ads,Lead Generation,25-54,North America,2024-08-05,2024-09-05,7000,6930,70000,1050,74,11100,1.50,6.60,93.65,7.05,1.60
CAMP_206,Display Viewability - Ad Quality,Display Ads,Brand Awareness,25-54,Global,2024-08-15,2024-09-15,11000,10890,150000,1050,42,6300,0.70,10.37,259.29,4.00,0.58
